"variable","GROUP","concept","value","periode_group","time","siteid"
"J00","NO_ARDS_sup_49","DIAG-ICD10",8,"P2","after","FRBDX"
"J01","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J01","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J02","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J02","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"J12","ARDS_18_49","DIAG-ICD10",10,"P1","after","FRBDX"
"J12","ARDS_18_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J12","ARDS_sup_49","DIAG-ICD10",73,"P1","after","FRBDX"
"J12","ARDS_sup_49","DIAG-ICD10",96,"P2","after","FRBDX"
"J12","NO_ARDS_18_49","DIAG-ICD10",23,"P1","after","FRBDX"
"J12","NO_ARDS_18_49","DIAG-ICD10",60,"P2","after","FRBDX"
"J12","NO_ARDS_sup_49","DIAG-ICD10",138,"P1","after","FRBDX"
"J12","NO_ARDS_sup_49","DIAG-ICD10",277,"P2","after","FRBDX"
"J12","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J12","OTHERS_sup_49","DIAG-ICD10",21,"P1","after","FRBDX"
"J12","OTHERS_sup_49","DIAG-ICD10",54,"P2","after","FRBDX"
"J13","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J13","ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"J13","ARDS_sup_49","DIAG-ICD10",6,"P2","after","FRBDX"
"J13","NO_ARDS_18_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J13","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J13","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J13","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J14","ARDS_sup_49","DIAG-ICD10",3,"P1","after","FRBDX"
"J14","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J14","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J14","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J15","ARDS_18_49","DIAG-ICD10",9,"P1","after","FRBDX"
"J15","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J15","ARDS_sup_49","DIAG-ICD10",37,"P1","after","FRBDX"
"J15","ARDS_sup_49","DIAG-ICD10",42,"P2","after","FRBDX"
"J15","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J15","NO_ARDS_18_49","DIAG-ICD10",7,"P2","after","FRBDX"
"J15","NO_ARDS_sup_49","DIAG-ICD10",14,"P1","after","FRBDX"
"J15","NO_ARDS_sup_49","DIAG-ICD10",19,"P2","after","FRBDX"
"J15","OTHERS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J15","OTHERS_sup_49","DIAG-ICD10",12,"P2","after","FRBDX"
"J16","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J17","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J17","ARDS_sup_49","DIAG-ICD10",6,"P1","after","FRBDX"
"J17","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J17","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"J17","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J17","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J18","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J18","ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"J18","ARDS_sup_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J18","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J18","NO_ARDS_sup_49","DIAG-ICD10",10,"P2","after","FRBDX"
"J18","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J18","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J20","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J20","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J20","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J20","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","after","FRBDX"
"J20","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J20","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J20","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J21","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J30","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J30","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"J31","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J32","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J32","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J33","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J34","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J34","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J38","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J38","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J39","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J40","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J40","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J42","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J42","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J42","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J42","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"J43","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J43","ARDS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J43","ARDS_sup_49","DIAG-ICD10",9,"P2","after","FRBDX"
"J43","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J43","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J43","NO_ARDS_sup_49","DIAG-ICD10",16,"P2","after","FRBDX"
"J43","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J43","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J44","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J44","ARDS_sup_49","DIAG-ICD10",6,"P1","after","FRBDX"
"J44","ARDS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J44","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J44","NO_ARDS_sup_49","DIAG-ICD10",14,"P1","after","FRBDX"
"J44","NO_ARDS_sup_49","DIAG-ICD10",31,"P2","after","FRBDX"
"J44","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J44","OTHERS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J45","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J45","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J45","ARDS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J45","NO_ARDS_18_49","DIAG-ICD10",3,"P1","after","FRBDX"
"J45","NO_ARDS_18_49","DIAG-ICD10",7,"P2","after","FRBDX"
"J45","NO_ARDS_sup_49","DIAG-ICD10",12,"P1","after","FRBDX"
"J45","NO_ARDS_sup_49","DIAG-ICD10",32,"P2","after","FRBDX"
"J45","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J45","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J45","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J46","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J47","ARDS_sup_49","DIAG-ICD10",8,"P1","after","FRBDX"
"J47","ARDS_sup_49","DIAG-ICD10",10,"P2","after","FRBDX"
"J47","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J47","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J47","NO_ARDS_sup_49","DIAG-ICD10",7,"P2","after","FRBDX"
"J47","OTHERS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"J69","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J69","ARDS_sup_49","DIAG-ICD10",6,"P1","after","FRBDX"
"J69","ARDS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J69","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J69","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J69","NO_ARDS_sup_49","DIAG-ICD10",7,"P2","after","FRBDX"
"J69","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J69","OTHERS_sup_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J70","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J80","ARDS_18_49","DIAG-ICD10",11,"P1","after","FRBDX"
"J80","ARDS_18_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J80","ARDS_sup_49","DIAG-ICD10",75,"P1","after","FRBDX"
"J80","ARDS_sup_49","DIAG-ICD10",99,"P2","after","FRBDX"
"J81","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J81","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J84","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J84","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J84","ARDS_sup_49","DIAG-ICD10",11,"P1","after","FRBDX"
"J84","ARDS_sup_49","DIAG-ICD10",19,"P2","after","FRBDX"
"J84","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"J84","NO_ARDS_sup_49","DIAG-ICD10",15,"P2","after","FRBDX"
"J84","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J85","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J90","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J90","ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"J90","ARDS_sup_49","DIAG-ICD10",11,"P2","after","FRBDX"
"J90","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J90","NO_ARDS_18_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J90","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J90","NO_ARDS_sup_49","DIAG-ICD10",14,"P2","after","FRBDX"
"J90","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J90","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J90","OTHERS_sup_49","DIAG-ICD10",10,"P2","after","FRBDX"
"J91","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J91","ARDS_sup_49","DIAG-ICD10",10,"P1","after","FRBDX"
"J91","ARDS_sup_49","DIAG-ICD10",8,"P2","after","FRBDX"
"J91","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J91","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J91","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J91","NO_ARDS_sup_49","DIAG-ICD10",19,"P2","after","FRBDX"
"J91","OTHERS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J91","OTHERS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"J91","OTHERS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"J92","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J92","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J92","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J93","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J93","ARDS_sup_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J93","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J93","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J94","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J94","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J95","ARDS_18_49","DIAG-ICD10",3,"P1","after","FRBDX"
"J95","ARDS_sup_49","DIAG-ICD10",8,"P1","after","FRBDX"
"J95","ARDS_sup_49","DIAG-ICD10",10,"P2","after","FRBDX"
"J95","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J95","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J96","ARDS_18_49","DIAG-ICD10",7,"P1","after","FRBDX"
"J96","ARDS_18_49","DIAG-ICD10",4,"P2","after","FRBDX"
"J96","ARDS_sup_49","DIAG-ICD10",51,"P1","after","FRBDX"
"J96","ARDS_sup_49","DIAG-ICD10",45,"P2","after","FRBDX"
"J96","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J96","NO_ARDS_18_49","DIAG-ICD10",11,"P2","after","FRBDX"
"J96","NO_ARDS_sup_49","DIAG-ICD10",39,"P1","after","FRBDX"
"J96","NO_ARDS_sup_49","DIAG-ICD10",110,"P2","after","FRBDX"
"J96","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J96","OTHERS_sup_49","DIAG-ICD10",15,"P1","after","FRBDX"
"J96","OTHERS_sup_49","DIAG-ICD10",44,"P2","after","FRBDX"
"J98","ARDS_18_49","DIAG-ICD10",5,"P1","after","FRBDX"
"J98","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J98","ARDS_sup_49","DIAG-ICD10",15,"P1","after","FRBDX"
"J98","ARDS_sup_49","DIAG-ICD10",20,"P2","after","FRBDX"
"J98","NO_ARDS_18_49","DIAG-ICD10",7,"P2","after","FRBDX"
"J98","NO_ARDS_sup_49","DIAG-ICD10",12,"P1","after","FRBDX"
"J98","NO_ARDS_sup_49","DIAG-ICD10",32,"P2","after","FRBDX"
"J98","OTHERS_sup_49","DIAG-ICD10",7,"P1","after","FRBDX"
"J98","OTHERS_sup_49","DIAG-ICD10",8,"P2","after","FRBDX"
"J99","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J99","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"J99","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"J99","OTHERS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K04","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K04","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K04","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K05","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K06","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K07","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K08","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K08","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"K08","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K08","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K11","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K11","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K11","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K11","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K11","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K12","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K12","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K12","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K12","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K13","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K13","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K13","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K13","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K13","OTHERS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K14","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K20","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K20","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K21","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K21","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K21","ARDS_sup_49","DIAG-ICD10",3,"P1","after","FRBDX"
"K21","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K21","NO_ARDS_18_49","DIAG-ICD10",6,"P2","after","FRBDX"
"K21","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","after","FRBDX"
"K21","NO_ARDS_sup_49","DIAG-ICD10",27,"P2","after","FRBDX"
"K21","OTHERS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K21","OTHERS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K21","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K21","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K22","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K22","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K22","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K22","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K23","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K25","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K25","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K26","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K26","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K26","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K27","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K28","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K28","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K28","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K28","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K28","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K28","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K29","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K29","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K29","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K29","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K29","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K31","ARDS_18_49","DIAG-ICD10",4,"P1","after","FRBDX"
"K31","ARDS_sup_49","DIAG-ICD10",9,"P1","after","FRBDX"
"K31","ARDS_sup_49","DIAG-ICD10",9,"P2","after","FRBDX"
"K31","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K35","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K35","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K40","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K40","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K40","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K42","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K42","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K42","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K43","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K43","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","after","FRBDX"
"K43","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K44","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K44","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K44","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K44","NO_ARDS_sup_49","DIAG-ICD10",6,"P2","after","FRBDX"
"K44","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K50","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K50","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K50","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K51","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K51","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K52","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K52","ARDS_sup_49","DIAG-ICD10",6,"P2","after","FRBDX"
"K52","NO_ARDS_18_49","DIAG-ICD10",3,"P1","after","FRBDX"
"K52","NO_ARDS_sup_49","DIAG-ICD10",15,"P1","after","FRBDX"
"K52","NO_ARDS_sup_49","DIAG-ICD10",13,"P2","after","FRBDX"
"K52","OTHERS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K55","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K55","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K55","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K56","ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K56","ARDS_sup_49","DIAG-ICD10",11,"P1","after","FRBDX"
"K56","ARDS_sup_49","DIAG-ICD10",11,"P2","after","FRBDX"
"K56","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K56","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","after","FRBDX"
"K56","NO_ARDS_sup_49","DIAG-ICD10",19,"P2","after","FRBDX"
"K56","OTHERS_sup_49","DIAG-ICD10",7,"P2","after","FRBDX"
"K57","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K57","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K57","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K57","NO_ARDS_sup_49","DIAG-ICD10",7,"P2","after","FRBDX"
"K57","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K58","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K59","ARDS_18_49","DIAG-ICD10",5,"P1","after","FRBDX"
"K59","ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K59","ARDS_sup_49","DIAG-ICD10",15,"P1","after","FRBDX"
"K59","ARDS_sup_49","DIAG-ICD10",30,"P2","after","FRBDX"
"K59","NO_ARDS_18_49","DIAG-ICD10",3,"P1","after","FRBDX"
"K59","NO_ARDS_18_49","DIAG-ICD10",15,"P2","after","FRBDX"
"K59","NO_ARDS_sup_49","DIAG-ICD10",42,"P1","after","FRBDX"
"K59","NO_ARDS_sup_49","DIAG-ICD10",91,"P2","after","FRBDX"
"K59","OTHERS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K59","OTHERS_sup_49","DIAG-ICD10",10,"P1","after","FRBDX"
"K59","OTHERS_sup_49","DIAG-ICD10",19,"P2","after","FRBDX"
"K60","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K60","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K61","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K62","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K62","ARDS_sup_49","DIAG-ICD10",5,"P2","after","FRBDX"
"K62","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K62","NO_ARDS_sup_49","DIAG-ICD10",6,"P2","after","FRBDX"
"K62","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K63","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K63","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K63","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K63","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K63","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K64","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K64","ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K64","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K64","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K64","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K64","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","after","FRBDX"
"K64","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K65","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K65","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K65","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K65","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K66","ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K66","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K66","OTHERS_sup_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K70","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K70","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","after","FRBDX"
"K70","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K71","ARDS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
"K71","NO_ARDS_sup_49","DIAG-ICD10",6,"P1","after","FRBDX"
"K71","NO_ARDS_sup_49","DIAG-ICD10",6,"P2","after","FRBDX"
"K71","OTHERS_sup_49","DIAG-ICD10",-99,"P1","after","FRBDX"
